,pit_id,avg_amp
100,COGM2N49_20200210,0.09084752399752455
101,COGM2N48_20200201,0.09084752399752455
102,COGM1S17_20200208,0.0806798406149198
103,COGM3S47_20200129,0.0805662955235959
104,COGM1S8_20200201,0.05994795108136935
105,COGMCO_20200312_0850,0.10356358989619704
106,COGM5S24_20200129,0.07162150441372715
107,COGMSO_20200421_0553,0.12306032718992549
108,COGM1C8_20200131,0.07453214733119745
109,COGM6N16_20200208,0.0785981971728517
110,COGM3S52_20200204,0.07753316090720115
111,COGM2C9_20200131,0.07453214733119745
112,COGM1C14_20200131,0.09751512353197711
113,COGM5S21_20200201,0.0806798406149198
114,COGMCO_20200226_0715,0.10356358989619704
115,COGMSO_20200421_1626,0.12306032718992549
116,COGM2C12_20200212,0.07453214733119745
117,COGM2C6_20200131,0.07453214733119745
118,COGM5N32_20200212,0.0985279961822271
119,COGMFL1B_20200212,0.0806798406149198
120,COGM2S6_20200211,0.05994795108136935
121,COGM2S46_20200204,0.0805662955235959
122,COGM6S22_20200205,0.0806798406149198
123,COGM2S3_20200129,0.06952311406949715
124,COGMSO_20191219_1600,0.12306032718992549
125,COGM1N20_20200205,0.0785981971728517
126,COGM2S35_20200130,0.07162150441372715
127,COGMSO_20200131_1225,0.12306032718992549
